interface_mac_table,interface,vlan,mac address,address,description
Po18, Vlan504,504,0050.569f.66df, 10.110.4.199,PORTCHANNEL 2 FLEX
Po39,,401,0050.56bf.5723,,TO_4500X-ZAM
Po18, Vlan508 Vlan508,508,0050.569f.771b, 10.110.8.51 10.110.8.52,PORTCHANNEL 2 FLEX
Po33,,40,0050.569f.56c6,,"""TO_4500_DMZ"""
Po18, Vlan504,504,0050.569f.44c0, 10.110.4.200,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.4cf2, 10.110.10.233,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,6cae.8b2a.2fc9, 10.110.4.105,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.4910, 10.110.3.94,PORTCHANNEL 2 FLEX
Po18, Vlan507,507,0050.569f.0c7d, 10.110.7.184,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.552a, 10.110.8.62,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.5d09, 10.110.6.91,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.112f, 10.110.8.98,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.4907, 10.110.3.13,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.553c, 10.110.8.126,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.7689, 10.110.14.64,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.7603, 10.110.4.87,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.45d5, 10.110.8.26,PORTCHANNEL 2 FLEX
Gi2/3/25, Vlan2,2,cc16.7e45.c2a1, 192.168.144.5,INPATH0_1-RIVERBED-ORANGE
Po18, Vlan506,506,0050.569f.2be7, 10.110.6.191,PORTCHANNEL 2 FLEX
Po33,,511,0050.569f.7a6a,,"""TO_4500_DMZ"""
Po18, Vlan514,514,0050.569f.774d, 10.110.14.62,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.2edc, 10.110.3.22,PORTCHANNEL 2 FLEX
Po39,,401,0050.56bf.47d0,,TO_4500X-ZAM
Po18, Vlan510,510,0050.569f.7e0f, 10.110.10.165,PORTCHANNEL 2 FLEX
Po18, Vlan509,509,0050.569f.3688, 10.110.9.44,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.10fd, 10.110.8.66,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.3acd, 10.110.6.101,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.18c1, 10.110.6.124,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.3a65, 10.110.10.157,PORTCHANNEL 2 FLEX
Po18, Vlan514 Vlan514,514,0050.569f.1139, 10.110.14.2 10.110.14.4,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.1b96, 10.10.1.200,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.0197, 10.110.8.64,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.5c60, 10.110.10.60,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.7bba, 10.110.3.152,PORTCHANNEL 2 FLEX
Po39,,911,0050.56bf.15ec,,TO_4500X-ZAM
Po18, Vlan508,508,0050.569f.109f, 10.110.8.208,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.5fac, 10.10.1.216,PORTCHANNEL 2 FLEX
Po39,,551,0050.56bf.0ee3,,TO_4500X-ZAM
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,852,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan510,510,0050.569f.3a54, 10.110.10.3,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.7e98, 10.110.6.104,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.3a5d, 10.110.10.20,PORTCHANNEL 2 FLEX
Gi2/4/27, Vlan504,504,246e.9619.26fc, 10.110.4.127,RSA MGMT
Po18, Vlan508,508,0050.569f.455e, 10.110.8.71,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.3a71, 10.110.6.3,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.4d7b, 10.110.6.59,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.105c, 10.110.8.7,PORTCHANNEL 2 FLEX
Po18, Vlan509,509,0050.569f.0529, 10.110.9.8,PORTCHANNEL 2 FLEX
Gi1/4/18, Vlan204,204,6cab.0521.00d0, 10.110.0.35,CONECTED MPLS TELMEX
Po39,,701,0050.56bf.1edd,,TO_4500X-ZAM
Po18, Vlan510 Vlan510 Vlan510,510,0050.569f.2b87, 10.110.10.228 10.110.10.230 10.110.10.232,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,500,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18,,884,0050.569f.24b1,,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,301,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,514,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan507,507,0050.569f.0d3f, 10.110.7.56,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.09e7, 10.110.10.9,PORTCHANNEL 2 FLEX
Po21, Vlan400,400,70ca.9b01.16c1, 10.110.1.57,<< Conexion a 3560-2 >>
Po18, Vlan510,510,0050.569f.18ef, 10.110.10.6,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.76dd, 10.110.4.186,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,6cae.8b2f.0870, 10.110.4.122,PORTCHANNEL 2 FLEX
Po39,,650,0050.56bf.1708,,TO_4500X-ZAM
Po18, Vlan510,510,0050.569f.2bcd, 10.110.10.70,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.339a, 10.110.14.30,PORTCHANNEL 2 FLEX
Po3, Vlan2 Vlan2,2,000b.abab.1a99, 192.168.144.18 192.168.144.30,"""TO TOR_3850"""
Po18, Vlan507,507,0050.569f.1c6f, 10.110.7.46,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,6cae.8b23.bd1e, 10.110.4.46,"""TO TOR_3850"""
Po18, Vlan510,510,0050.569f.4dc8, 10.110.10.141,PORTCHANNEL 2 FLEX
Po39,,900,0008.e3ff.fe78,,TO_4500X-ZAM
Po18, Vlan514,514,0050.569f.5595, 10.110.14.80,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.6fcf, 10.110.10.149,PORTCHANNEL 2 FLEX
Gi2/3/15, Vlan1102,1102,848f.69e7.e18c, 10.110.0.26,IronPort_To_FW-BU
Po18, Vlan180,180,0050.569f.3bfa, 10.241.18.22,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.6c1c, 10.110.10.7,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.1b08, 10.110.10.184,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.28de, 10.110.6.28,PORTCHANNEL 2 FLEX
Gi2/4/30, Vlan504,504,1880.90ff.45b6, 10.110.4.159,MGMT ISE1
Po39,,750,0050.56bf.4acc,,TO_4500X-ZAM
Po18, Vlan508,508,0050.569f.57cc, 10.110.8.184,PORTCHANNEL 2 FLEX
Po39,,911,000c.2968.50f6,,TO_4500X-ZAM
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,559,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Gi1/3/40,,585,0009.0f09.0024,,PTO A FORTIGATE 800C/E146
Po18, Vlan510,510,0050.569f.6c31, 10.110.10.45,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.0a25, 10.110.10.72,PORTCHANNEL 2 FLEX
Po39,,911,0011.328b.0691,,TO_4500X-ZAM
Po18, Vlan504,504,6cae.8b2d.6f20, 10.110.4.108,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,e200.0598.1606, 10.110.4.164,"""TO TOR_3850"""
Po33,,40,0050.569f.5471,,"""TO_4500_DMZ"""
Po18, Vlan504,504,0050.569f.4672, 10.110.4.179,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.5f4b, 10.110.10.109,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,5cf3.fc5f.b241, 10.110.4.100,"""TO TOR_3850"""
Po3, Vlan504,504,6cae.8b2b.d335, 10.110.4.19,"""TO TOR_3850"""
Po18, Vlan510,510,0050.569f.5f5c, 10.110.10.137,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,6cae.8b2d.6f00, 10.110.4.104,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,6cae.8b2b.d301, 10.110.4.23,"""TO TOR_3850"""
Po3, Vlan510,510,5cf3.fcba.ab78, 10.110.10.91,"""TO TOR_3850"""
Po3, Vlan504,504,6cae.8b2e.93b1, 10.110.4.21,"""TO TOR_3850"""
Po18, Vlan201,201,0050.569f.1411, 10.110.0.12,PORTCHANNEL 2 FLEX
Po35, Vlan204 Vlan1200 Vlan1100,310,001b.1700.0132, 10.110.0.39 10.110.0.57 10.158.251.1,TO_PA-3020-01-ZAM-LAN-3850
Po18, Vlan506,506,0050.569f.7da8, 10.110.6.56,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.099d, 10.10.1.212,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.025b, 10.110.4.187,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.3171, 10.110.8.84,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.2064, 10.110.8.104,PORTCHANNEL 2 FLEX
Po3, Vlan400,400,7499.75e4.6900, 10.110.1.65,"""TO TOR_3850"""
Po18, Vlan508,508,0050.569f.7548, 10.110.8.31,PORTCHANNEL 2 FLEX
Po33,,398,0050.569f.022d,,"""TO_4500_DMZ"""
Po18, Vlan514,514,0050.569f.74e4, 10.110.14.21,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.74e3, 10.110.14.11,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.1b02, 10.110.6.30,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,e41f.1374.e2e3, 10.110.4.80,"""TO TOR_3850"""
Po33,,398,0050.569f.2045,,"""TO_4500_DMZ"""
Po39,,601,0050.56bf.5963,,TO_4500X-ZAM
Po18, Vlan180,180,0050.569f.3b2d, 10.241.18.3,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,e41f.1374.e2e4, 10.110.4.79,"""TO TOR_3850"""
Po18, Vlan510,510,0050.569f.28cb, 10.110.10.17,PORTCHANNEL 2 FLEX
Po39,,401,0050.56bf.551e,,TO_4500X-ZAM
Po18, Vlan510,510,0050.569f.4edc, 10.110.10.222,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,1100,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan504,504,0050.569f.02ca, 10.110.4.173,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.28fa, 10.110.10.11,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.47b3, 10.110.14.34,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,555,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po3, Vlan504,504,6cae.8b2e.3905, 10.110.4.18,"""TO TOR_3850"""
Po18, Vlan514,514,0050.569f.12b3, 10.110.14.31,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.6d1a, 10.110.10.59,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,204,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan503,503,0050.569f.68cf, 10.110.3.223,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.7c09, 10.110.10.173,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,0027.f844.1ff5, 10.110.4.78,"""TO TOR_3850"""
Gi1/3/15,,803,0000.0c07.ac02,,INT_TELMEX_100MB_FTX1539AJJX
Gi1/3/15, Vlan204 Vlan207,803,0000.0c07.ac01, 10.110.0.34 10.110.21.2,INT_TELMEX_100MB_FTX1539AJJX
Po39,,550,0050.56bf.6ed4,,TO_4500X-ZAM
Gi2/4/36,,504,0009.0f09.000a,,Pto15 FORTINET
Po18, Vlan510,510,0050.569f.0b2a, 10.110.10.113,PORTCHANNEL 2 FLEX
Po39,,410,0050.56bf.2ed6,,TO_4500X-ZAM
Po18, Vlan510,510,0050.569f.0b38, 10.110.10.61,PORTCHANNEL 2 FLEX
Gi2/3/42, Vlan400,400,240b.0a00.c552, 10.110.1.95,PALO_ALTO
Po18, Vlan506,506,0050.569f.6df4, 10.110.6.70,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.0b98, 10.110.6.84,PORTCHANNEL 2 FLEX
Po18, Vlan509,509,0050.569f.25d6, 10.110.9.4,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.7c52, 10.110.10.176,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.21bb, 10.110.8.17,PORTCHANNEL 2 FLEX
Gi1/3/29, Vlan514,514,1880.90ff.45bc, 10.110.14.22,Datos_ISE_1
Po18, Vlan503,503,0050.569f.2c84, 10.110.3.241,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,538,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po39,,601,0050.56bf.6bd8,,TO_4500X-ZAM
Po18, Vlan510,510,0050.569f.4f75, 10.110.10.35,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,98be.9446.7212, 10.110.4.48,"""TO TOR_3850"""
Po37,,401,001b.1700.0131,,TO_PA-3020-01-ZAM-LAN-3850
Po18, Vlan514,514,0050.569f.6431, 10.110.14.29,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.4753, 10.110.4.147,PORTCHANNEL 2 FLEX
Po18, Vlan505,505,0050.569f.16cd, 10.110.5.19,PORTCHANNEL 2 FLEX
