interface_mac_table,interface,vlan,mac address,address,description
Gi1/4/23, Vlan584,584,0009.0f09.0004, 10.110.68.1,CONNECTED 2 FORTINET 2
Po18, Vlan504,504,6cae.8b2d.7a08, 10.110.4.136,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.1c88, 10.10.1.218,PORTCHANNEL 2 FLEX
Po39,,601,0050.56bf.5dd4,,TO_4500X-ZAM
Po3, Vlan504,504,6cae.8b2e.3d91, 10.110.4.32,"""TO TOR_3850"""
Po18, Vlan507,507,0050.569f.0ab2, 10.110.7.39,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.681d, 10.110.10.135,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.681c, 10.110.10.98,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.3d01, 10.110.10.155,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,6cae.8b2e.79e5, 10.110.4.20,"""TO TOR_3850"""
Po18, Vlan510,510,0050.569f.2c0d, 10.110.10.225,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.531c, 10.110.4.197,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.0614, 10.110.4.151,PORTCHANNEL 2 FLEX
Po39,,911,1c98.ec23.2166,,TO_4500X-ZAM
Po18, Vlan504,504,0050.569f.061c, 10.110.4.188,PORTCHANNEL 2 FLEX
Po18, Vlan507,507,0050.569f.0a82, 10.110.7.37,PORTCHANNEL 2 FLEX
Po39,,911,1c98.ec23.216e,,TO_4500X-ZAM
Po3, Vlan504,504,6cae.8b2e.3d2d, 10.110.4.36,"""TO TOR_3850"""
Po18, Vlan503,503,0050.569f.7c1c, 10.110.3.151,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.619c, 10.110.14.15,PORTCHANNEL 2 FLEX
Po39,,410,0050.56bf.6f21,,TO_4500X-ZAM
Po400, Vlan507,507,e200.09d4.da03, 10.110.7.20,PORTCHANNEL 2 AS400-POWER8 CHASIS 1
Po37,,549,001b.1700.0131,,TO_PA-3020-01-ZAM-LAN-3850
Po3, Vlan504,504,40f2.e96c.69dc, 10.110.4.253,"""TO TOR_3850"""
Po18, Vlan160,160,0050.569f.4b8a, 10.241.16.17,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.0e3d, 10.110.6.42,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.3509, 10.110.8.69,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.1f3e, 10.110.6.60,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,e200.0094.9002, 10.110.4.166,"""TO TOR_3850"""
Po18, Vlan2,2,0050.569f.7d45, 192.168.144.34,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.795d, 10.110.6.89,PORTCHANNEL 2 FLEX
Po3, Vlan2,2,90e2.ba04.c510, 192.168.144.19,"""TO TOR_3850"""
Po39,,551,0050.56bf.6f06,,TO_4500X-ZAM
Po18, Vlan160,160,0050.569f.3cc6, 10.241.16.25,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.43f4, 10.110.14.5,PORTCHANNEL 2 FLEX
Po39,,911,1c98.ec23.21e8,,TO_4500X-ZAM
Po18, Vlan504,504,6cae.8b2d.7ad0, 10.110.4.132,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.3c9d, 10.110.6.17,PORTCHANNEL 2 FLEX
Po18, Vlan2,2,0050.569f.5e9d, 192.168.144.7,PORTCHANNEL 2 FLEX
Po39,,501,0050.56bf.2c95,,TO_4500X-ZAM
Po18, Vlan202,202,0050.569f.7bb3, 10.10.1.134,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.4b4a, 10.110.10.172,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.439e, 10.110.8.46,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.6ca6, 10.110.3.137,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.7874, 10.110.10.65,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.1d86, 10.10.1.199,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,205,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan507,507,0050.569f.4fce, 10.110.7.25,PORTCHANNEL 2 FLEX
Gi1/3/39, Vlan23,23,501c.b02d.cb01, 1.50.0.28,L2L_ATENTO_ROMA_MARCATEL
Po18, Vlan510,510,0050.569f.2d7b, 10.110.10.115,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.2e80, 10.10.1.225,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.1e09, 10.110.10.95,PORTCHANNEL 2 FLEX
Gi2/3/12, Vlan504,504,f415.6366.4201, 10.110.4.114,
Po18, Vlan506,506,0050.569f.5ad0, 10.110.6.105,PORTCHANNEL 2 FLEX
Po18, Vlan507,507,0050.569f.6daf, 10.110.7.8,PORTCHANNEL 2 FLEX
Po18, Vlan510,510,0050.569f.6907, 10.110.10.146,PORTCHANNEL 2 FLEX
Po18, Vlan503,503,0050.569f.0ac9, 10.110.3.227,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,3440.b5bf.c585, 10.110.4.29,"""TO TOR_3850"""
Po18, Vlan506,506,0050.569f.0ff9, 10.110.6.31,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.0fe9, 10.110.6.78,PORTCHANNEL 2 FLEX
Po33, Vlan398 Vlan398,398,0050.569f.61bc, 192.168.1.25 192.168.1.27,"""TO_4500_DMZ"""
Po18, Vlan202,202,0050.569f.6add, 10.10.1.201,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.3569, 10.110.14.59,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,468,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan504,504,0050.569f.07fe, 10.110.4.243,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.703a, 10.110.8.9,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,304,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan506,506,0050.569f.4b04, 10.110.6.20,PORTCHANNEL 2 FLEX
Gi2/3/45, Vlan508,508,f415.6366.4207, 10.110.8.131,ENLACE A F5-SECUNDARIO COBRE 1.6  (FIBRA OPTICA)
Po18, Vlan514,514,0050.569f.4290, 10.110.14.18,PORTCHANNEL 2 FLEX
Po18, Vlan514 Vlan514,514,0050.569f.5396, 10.110.14.3 10.110.14.48,PORTCHANNEL 2 FLEX
Po18, Vlan514,514,0050.569f.35a0, 10.110.14.49,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.0c7f, 10.10.1.214,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,41,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po12, Vlan400 Vlan503 Vlan504 Vlan506 Vlan507 Vlan508 Vlan509 Vlan301 Vlan160 Vlan180 Vlan2 Vlan145,509,b40c.25e1.0011, 10.110.1.62 10.110.3.254 10.110.4.249 10.110.6.253 10.110.7.253 10.110.8.253 10.110.9.253 10.241.5.252 10.241.16.253 10.241.18.253 192.168.144.38 192.168.145.253,PC_PALOALTO_SEGVLAN_OUTSIDE_PRIM
Gi1/3/38,,40,f415.6365.4209,,F5_port1/1
Po18, Vlan514,514,0050.569f.71e0, 10.110.14.16,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,201,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Gi1/3/27, Vlan398,398,f415.6366.4208, 192.168.1.11,F5-SEC-PORT1.2
Po18, Vlan507,507,0050.569f.6d05, 10.110.7.3,PORTCHANNEL 2 FLEX
Po18, Vlan507,507,0050.569f.4f04, 10.110.7.14,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.255e, 10.110.8.166,PORTCHANNEL 2 FLEX
Po18, Vlan505,505,0050.569f.2676, 10.110.5.29,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,0027.f841.2b7a, 10.110.4.77,"""TO TOR_3850"""
Po18, Vlan506,506,0050.569f.4ce2, 10.110.6.57,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,508,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po39,,701,0050.56bf.1f40,,TO_4500X-ZAM
Po18, Vlan202,202,0050.569f.5ef1, 10.10.1.228,PORTCHANNEL 2 FLEX
Po18, Vlan507,507,0050.569f.2ea7, 10.110.7.164,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.00e0, 10.110.8.27,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po39,,911,0050.5661.1603,,TO_4500X-ZAM
Po33,,511,0050.569f.1d7f,,"""TO_4500_DMZ"""
Po18, Vlan510,510,0050.569f.6e10, 10.110.10.166,PORTCHANNEL 2 FLEX
Po18, Vlan506,506,0050.569f.5db0, 10.110.6.115,PORTCHANNEL 2 FLEX
Po18, Vlan202,202,0050.569f.3880, 10.10.1.213,PORTCHANNEL 2 FLEX
Po33, Vlan398 Vlan398,398,0050.569f.33f3, 192.168.1.52 192.168.1.53,"""TO_4500_DMZ"""
Po3, Vlan504,504,6cae.8b2e.3b95, 10.110.4.24,"""TO TOR_3850"""
Po33, Vlan398,398,0050.569f.44e2, 192.168.1.20,"""TO_4500_DMZ"""
Po20, Vlan514,514,ec38.8f69.4286, 10.110.14.44,<< Conexion a 3560-1 >>
Po18, Vlan514,514,0050.569f.1034, 10.110.14.40,PORTCHANNEL 2 FLEX
Po40,,100,001b.1700.0330,,PORT-CHANNEL PALO_ALTO INSIDE PRIM
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,398,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan514,514,0050.569f.6714, 10.110.14.9,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,0050.569f.777b, 10.110.4.154,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,5,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan160,160,0050.569f.4d2b, 10.241.16.14,PORTCHANNEL 2 FLEX
Po18, Vlan504,504,6cae.8b2c.d778, 10.110.4.117,PORTCHANNEL 2 FLEX
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,581,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan506,506,0050.569f.3b4f, 10.110.6.179,PORTCHANNEL 2 FLEX
Po18, Vlan508,508,0050.569f.776a, 10.110.8.32,PORTCHANNEL 2 FLEX
Gi1/3/17,,803,0896.ada7.c850,,INT_TELMEX_50MB_FTX1529AHNR
Po3, Vlan504,504,5cf3.fc5f.f491, 10.110.4.1,"""TO TOR_3850"""
Po18, Vlan504,504,0050.569f.11b3, 10.110.4.190,PORTCHANNEL 2 FLEX
Po3, Vlan504,504,6cae.8b2b.d1f1, 10.110.4.17,"""TO TOR_3850"""
Gi2/4/25, Vlan510,510,848f.69e7.e18a, 10.110.10.82,"""DATA PORT - P1 IRONPORT 2"""
Router, Vlan949 GigabitEthernet1/4/38 Vlan205 Vlan23 GigabitEthernet2/4/11 Vlan202 GigabitEthernet1/3/9 Vlan201 Vlan203 Vlan1102 Vlan204 Vlan1101 Vlan1200 Vlan400 Vlan503 Vlan504 Vlan505 Vlan506 Vlan507 Vlan508 Vlan509 Vlan510 Vlan512 Vlan591 Vlan514 Vlan207 Vlan586 Vlan582 Vlan584 Vlan1100 Vlan300 Vlan301 Vlan304 Vlan305 Vlan19 GigabitEthernet1/4/24 Vlan3 Vlan4 Vlan5 Vlan6 Vlan41 Vlan7 Vlan8 Vlan160 Vlan180 Vlan468 Vlan851 Vlan852 Vlan398 Vlan800 Vlan2 Vlan145 Vlan1,504,64a0.e7b3.d800, 1.1.1.3 1.1.8.1 1.50.0.17 1.50.0.25 1.51.0.10 10.10.1.254 10.110.0.2 10.110.0.14 10.110.0.17 10.110.0.29 10.110.0.33 10.110.0.49 10.110.0.62 10.110.1.1 10.110.3.253 10.110.4.254 10.110.5.254 10.110.6.254 10.110.7.254 10.110.8.254 10.110.9.254 10.110.10.254 10.110.12.254 10.110.13.94 10.110.14.254 10.110.21.1 10.110.64.3 10.110.66.253 10.110.68.6 10.158.251.3 10.241.4.11 10.241.5.11 10.241.8.11 10.241.9.11 10.241.10.129 10.241.11.34 10.241.12.1 10.241.12.129 10.241.13.1 10.241.13.129 10.241.14.129 10.241.15.1 10.241.15.129 10.241.16.11 10.241.18.11 10.241.22.250 100.100.100.1 100.100.110.1 192.168.1.100 192.168.10.254 192.168.144.11 192.168.145.11 192.168.254.1,
Po18, Vlan506,506,0050.569f.6e36, 10.110.6.81,PORTCHANNEL 2 FLEX
