interface_mac_table,interface,vlan,mac address,address,description
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,614,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,615,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,615,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,608,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,608,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,610,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,610,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,611,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,611,3333.0000.000d, , 
Gi3/9, ,962,00a0.823a.707b, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,623,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,623,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,616,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,616,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,617,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,617,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,619,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,619,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,628,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,628,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,631,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,631,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,630,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,630,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,625,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,625,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,624,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,624,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,627,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,627,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,626,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,626,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,633,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,633,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,632,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,632,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,635,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,635,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,580,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,580,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,590,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,590,3333.0000.000d, , 
Gi4/5, ,960,d4be.d976.3c6b, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,585,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,585,3333.0000.000d, , 
Router, ,74,0000.0c07.ac02, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,607,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,607,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,606,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,606,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,604,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,604,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,603,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,603,3333.0000.000d, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,601,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,601,3333.0000.000d, , 
Gi4/1, ,999,0017.a4ab.8b40, , 
"Gi1/2,Gi1/6,Gi1/11,Gi1/12", ,600,3333.0000.000d, , 
" Gi1/13,Gi1/14,Gi1/15,Gi1/19 Gi1/20,Gi1/21,Gi1/22,Gi1/23 Gi1/24,Gi1/25,Gi1/30,Gi1/31 Gi1/32,Gi1/33,Gi1/35,Gi1/38 Gi1/39,Gi1/43,Gi1/44,Gi2/5 Gi2/15,Gi2/17,Gi2/23,Gi2/27 Gi2/33,Gi2/35,Gi2/37,Gi2/38 Gi2/39,Gi3/1,Gi3/5,Gi3/9 Gi3/10,Gi3/14,Gi3/16,Gi3/19 Gi3/24,Gi3/25,Gi3/26,Gi3/28 Gi3/29,Gi3/33,Gi3/40,Gi3/45 Gi4/1,Gi4/2,Gi4/3,Gi4/5 Gi9/8,Gi9/17,Gi9/31,Gi9/34 Gi9/38,Gi9/46,Po1,Router Switch,Stby-Switch", ,600,3333.0000.000d, , 
Gi9/17, ,855,0024.14f0.e5b0, , 
Gi1/24, ,827,5475.d091.74d6, , 
Gi1/24, ,826,5475.d091.74d6, , 
Gi1/24, ,824,5475.d091.74d6, , 
Gi1/24, ,830,5475.d091.74d6, , 
Gi1/24, ,829,5475.d091.74d6, , 
Gi1/24, ,828,5475.d091.74d6, , 
Gi1/24, ,819,5475.d091.74d6, , 
Gi1/24, ,818,5475.d091.74d6, , 
Gi1/24, ,817,5475.d091.74d6, , 
Gi1/24, ,823,5475.d091.74d6, , 
Gi1/24, ,822,5475.d091.74d6, , 
Gi1/24, ,821,5475.d091.74d6, , 
Gi1/24, ,820,5475.d091.74d6, , 
Gi1/24, ,811,5475.d091.74d6, , 
Gi1/24, ,808,5475.d091.74d6, , 
Gi1/24, ,802,5475.d091.74d6, , 
Gi1/24, ,803,5475.d091.74d6, , 
Gi1/24, ,800,5475.d091.74d6, , 
Po1, ,830,000f.e2bd.1600, , 
Gi1/24, ,806,5475.d091.74d6, , 
Gi1/24, ,807,5475.d091.74d6, , 
Gi1/24, ,805,5475.d091.74d6, , 
Gi4/2, ,837,0022.0cdb.38c2, , 
Switch, ,933,3333.0000.0016, , 
Po1, ,101,3cdf.1e8f.c300, , 
Switch, ,932,3333.0000.0016, , 
Po1, ,103,3cdf.1e8f.c300, , 
Switch, ,934,3333.0000.0016, , 
Po1, ,102,3cdf.1e8f.c300, , 
Po1, ,847,001c.f603.b6c1, , 
Switch, ,929,3333.0000.0016, , 
Switch, ,928,3333.0000.0016, , 
Switch, ,931,3333.0000.0016, , 
Switch, ,930,3333.0000.0016, , 
Switch, ,943,3333.0000.0016, , 
Po1, ,110,3cdf.1e8f.c300, , 
Po1, ,104,3cdf.1e8f.c300, , 
Switch, ,948,3333.0000.0016, , 
Switch, ,949,3333.0000.0016, , 
Switch, ,950,3333.0000.0016, , 
Po1, ,119,3cdf.1e8f.c300, , 
Switch, ,946,3333.0000.0016, , 
Switch, ,947,3333.0000.0016, , 
Gi4/5, ,960,b05a.dafd.5940, , 
Po1, ,126,3cdf.1e8f.c300, , 
Switch, ,959,3333.0000.0016, , 
Switch, ,952,3333.0000.0016, , 
