Address,mac address,interface
101.35.0.4,0012.799e.8f6b,Vlan635
192.168.38.12,0019.a9bd.7c00,Vlan697
192.168.38.13,3cdf.1e8f.c300,Vlan697
101.33.0.7,0013.217c.14dd,Vlan633
192.168.85.126,0000.0c07.ac01,Vlan930
192.168.57.18,0019.a9bd.7c00,Vlan861
10.103.182.159,38ed.18ae.6cf6,Vlan960
192.168.38.10,000f.e2bd.1609,Vlan697
192.168.82.126,0000.0c07.ac01,Vlan934
101.35.0.2,0019.a9bd.7c00,Vlan635
10.103.182.158,b05a.daf0.71d3,Vlan960
196.18.1.146,3cdf.1e8f.c300,Vlan52
101.35.0.3,3cdf.1e8f.c300,Vlan635
101.32.1.1,0000.0c07.ac01,Vlan632
101.33.0.1,0000.0c07.ac01,Vlan633
10.103.182.157,6431.5045.cb8b,Vlan960
196.18.3.147,0000.0c07.ac01,Vlan976
192.168.82.124,0019.a9bd.7c00,Vlan934
101.33.0.2,0019.a9bd.7c00,Vlan633
101.32.1.2,0019.a9bd.7c00,Vlan632
196.18.1.145,0019.a9bd.7c00,Vlan52
101.33.0.3,3cdf.1e8f.c300,Vlan633
101.32.1.3,3cdf.1e8f.c300,Vlan632
192.168.38.9,0000.0c07.ac01,Vlan697
101.35.0.1,0000.0c07.ac01,Vlan635
196.18.3.157,3cdf.1e8f.c300,Vlan976
10.103.183.146,0019.a9bd.7c00,Vlan947
192.168.28.60,0019.a9bd.7c00,Vlan885
192.168.50.18,0019.a9bd.7c00,Vlan67
10.103.182.146,d4be.d93b.58c2,Vlan960
10.103.183.147,3cdf.1e8f.c300,Vlan947
192.168.28.61,3cdf.1e8f.c300,Vlan885
192.168.50.19,3cdf.1e8f.c300,Vlan67
196.18.3.156,0019.a9bd.7c00,Vlan976
10.103.182.145,000c.29dc.5b84,Vlan960
192.168.28.62,0000.0c07.ac01,Vlan885
192.168.38.4,0019.a9bd.7c00,Vlan696
10.103.187.157,Incomplete,
192.168.38.5,3cdf.1e8f.c300,Vlan696
101.33.0.15,d89d.6724.0240,Vlan633
10.103.183.145,0000.0c07.ac01,Vlan947
192.168.50.17,0000.0c07.ac01,Vlan67
10.103.182.151,3820.5619.50bc,Vlan960
192.168.38.2,000f.e2bd.1600,Vlan696
101.33.0.8,0014.4f43.8d59,Vlan633
10.103.9.42,Incomplete,
10.103.183.148,Incomplete,
10.103.182.149,2c59.e5bb.fe72,Vlan960
196.18.1.153,0000.0c07.ac01,Vlan52
192.168.38.1,0000.0c07.ac01,Vlan696
10.103.182.139,0019.99e3.9d6d,Vlan960
10.103.9.55,Incomplete,
10.103.183.137,Incomplete,
10.103.182.143,18db.f21b.5cd9,Vlan960
10.103.182.142,Incomplete,
10.103.182.141,68b5.99f5.80aa,Vlan960
196.18.3.131,0000.0c07.ac01,Vlan975
10.103.182.140,00da.5526.72ba,Vlan960
10.103.182.131,9c57.adf5.d639,Vlan960
10.103.183.130,0019.a9bd.7c00,Vlan946
192.168.50.2,0019.a9bd.7c00,Vlan69
10.103.183.131,3cdf.1e8f.c300,Vlan946
196.18.3.140,0019.a9bd.7c00,Vlan975
192.168.50.1,0000.0c07.ac01,Vlan69
10.103.183.129,0000.0c07.ac01,Vlan946
101.33.0.24,0003.ba7d.a1ca,Vlan633
10.103.182.134,3402.8699.f6f6,Vlan960
101.33.0.25,0003.bacb.f182,Vlan633
10.103.182.132,38ed.18ae.765c,Vlan960
101.33.0.27,001d.a254.b041,Vlan633
101.1.1.5,Incomplete,
101.28.1.24,Incomplete,
101.12.1.8,Incomplete,
10.103.9.4,3cdf.1e8f.c300,Vlan961
101.6.1.2,0019.a9bd.7c00,Vlan606
101.1.1.4,Incomplete,
10.103.187.183,Incomplete,
101.12.1.9,0024.c44c.2cc0,Vlan612
101.3.0.7,001a.6da7.86a8,Vlan603
101.7.2.1,0000.0c07.ac01,Vlan101
101.4.1.1,0000.0c07.ac01,Vlan604
101.7.1.2,0019.a9bd.7c00,Vlan607
101.12.1.10,Incomplete,
10.103.182.185,38ed.18ae.72ae,Vlan960
101.7.1.1,0000.0c07.ac01,Vlan607
101.4.1.2,0019.a9bd.7c00,Vlan604
101.7.2.2,0019.a9bd.7c00,Vlan101
101.12.1.11,Incomplete,
101.1.1.6,Incomplete,
10.103.187.181,Incomplete,
101.3.0.5,Incomplete,
101.7.2.3,3cdf.1e8f.c300,Vlan101
101.4.1.3,3cdf.1e8f.c300,Vlan604
101.6.1.1,0000.0c07.ac01,Vlan606
101.6.1.6,Incomplete,
10.103.182.191,Incomplete,
101.12.1.12,Incomplete,
101.7.1.7,Incomplete,
101.4.1.4,001a.6d05.5d50,Vlan604
101.0.0.1,0000.0c07.ac01,Vlan600
192.168.82.94,0000.0c07.ac01,Vlan933
101.1.1.1,0000.0c07.ac01,Vlan601
192.168.57.53,0019.a9bd.7c00,Vlan862
101.69.69.1,0019.a9bd.7c00,Vlan699
101.3.0.2,0019.a9bd.7c00,Vlan603
101.6.1.7,Incomplete,
101.12.1.13,Incomplete,
101.7.1.6,Incomplete,
10.103.182.190,0003.0518.56af,Vlan960
101.3.0.3,3cdf.1e8f.c300,Vlan603
192.168.57.52,0000.0c07.ac01,Vlan862
192.168.12.1,0000.0c07.ac01,Vlan990
101.7.1.5,Incomplete,
10.103.182.189,9457.a502.faa7,Vlan960
101.0.0.3,3cdf.1e8f.c300,Vlan600
101.1.1.3,3cdf.1e8f.c300,Vlan601
10.103.9.2,0000.0c07.ac01,Vlan961
10.103.183.188,5475.d091.74d5,Vlan963
192.168.12.2,0019.a9bd.7c00,Vlan990
192.168.82.92,0019.a9bd.7c00,Vlan933
10.103.187.177,Incomplete,
101.7.1.4,Incomplete,
10.103.183.189,5475.d04e.c1d7,Vlan963
192.168.12.3,3cdf.1e8f.c300,Vlan990
101.3.0.1,0000.0c07.ac01,Vlan603
10.103.9.3,0019.a9bd.7c00,Vlan961
101.1.1.2,0019.a9bd.7c00,Vlan601
101.0.0.2,0019.a9bd.7c00,Vlan600
101.28.1.16,Incomplete,
101.6.1.10,Incomplete,
101.7.1.11,Incomplete,
10.103.182.179,206a.8a99.1f61,Vlan960
192.168.27.27,0000.170d.5d60,Vlan921
192.168.29.29,3cdf.1e8f.c300,Vlan982
10.103.183.178,0019.a9bd.7c00,Vlan963
101.14.1.2,0019.a9bd.7c00,Vlan614
192.168.50.50,0019.a9bd.7c00,Vlan64
101.6.1.11,Incomplete,
101.28.1.17,Incomplete,
101.7.1.10,Incomplete,
192.168.50.51,3cdf.1e8f.c300,Vlan64
101.14.1.3,3cdf.1e8f.c300,Vlan614
10.103.183.179,3cdf.1e8f.c300,Vlan963
101.12.1.1,0000.0c07.ac01,Vlan612
192.168.29.28,0019.a9bd.7c00,Vlan982
192.168.27.26,0019.a9bd.7c00,Vlan921
101.6.1.8,Incomplete,
101.7.1.9,Incomplete,
101.10.1.4,Incomplete,
10.103.182.177,9457.a502.fd63,Vlan960
192.168.27.25,0000.0c07.ac01,Vlan921
101.12.1.2,0019.a9bd.7c00,Vlan612
101.28.1.19,Incomplete,
101.6.1.9,Incomplete,
10.103.182.176,Incomplete,
101.7.1.8,Incomplete,
101.7.2.11,0000.5413.2493,Vlan101
101.12.1.3,3cdf.1e8f.c300,Vlan612
192.168.29.30,0000.0c07.ac01,Vlan982
192.168.50.49,0000.0c07.ac01,Vlan64
101.14.1.1,0000.0c07.ac01,Vlan614
10.103.183.177,0000.0c07.ac01,Vlan963
101.28.1.20,Incomplete,
101.6.1.14,Incomplete,
101.12.1.4,Incomplete,
101.11.1.3,3cdf.1e8f.c300,Vlan103
101.11.0.2,0019.a9bd.7c00,Vlan1000
101.10.1.2,0019.a9bd.7c00,Vlan610
101.28.1.21,Incomplete,
101.12.1.5,Incomplete,
101.7.2.13,0060.7800.7f5e,Vlan101
192.168.27.30,0000.170d.5be8,Vlan921
101.11.0.3,3cdf.1e8f.c300,Vlan1000
101.10.1.3,3cdf.1e8f.c300,Vlan610
101.8.1.1,0000.0c07.ac01,Vlan102
101.11.1.2,0019.a9bd.7c00,Vlan103
10.103.182.181,Incomplete,
101.28.1.22,Incomplete,
101.12.1.6,Incomplete,
101.14.1.4,0014.6969.4428,Vlan614
10.103.9.10,0021.28f4.cd4a,Vlan961
101.11.1.1,0000.0c07.ac01,Vlan103
192.168.26.28,0019.a9bd.7c00,Vlan924
101.8.1.2,0019.a9bd.7c00,Vlan102
101.12.1.7,Incomplete,
101.28.1.23,Incomplete,
10.103.182.180,f8ca.b840.5a4f,Vlan960
192.168.26.29,3cdf.1e8f.c300,Vlan924
101.8.1.3,3cdf.1e8f.c300,Vlan102
192.168.27.28,3cdf.1e8f.c300,Vlan921
101.10.1.1,0000.0c07.ac01,Vlan610
101.11.0.1,0000.0c07.ac01,Vlan1000
10.182.241.61,Incomplete,
192.168.12.20,Incomplete,
101.28.1.8,Incomplete,
101.16.1.4,Incomplete,
192.168.27.3,0000.170d.5dac,Vlan918
101.7.2.16,0060.7801.1954,Vlan101
101.30.1.10,001b.d504.1598,Vlan630
192.168.25.1,0000.0c07.ac01,Vlan825
101.16.1.5,Incomplete,
101.19.1.6,Incomplete,
101.28.1.9,Incomplete,
101.7.2.17,0090.e804.e852,Vlan101
192.168.27.2,0000.170d.5d62,Vlan918
192.168.56.33,0019.a9bd.7c00,Vlan881
101.23.1.2,0019.a9bd.7c00,Vlan623
192.168.101.124,0019.a9bd.7c00,Vlan120
101.28.1.10,Incomplete,
101.19.1.5,Incomplete,
101.7.2.18,0080.6780.90bc,Vlan101
192.168.27.1,0000.0c07.ac01,Vlan918
101.23.1.1,0000.0c07.ac01,Vlan623
101.28.1.11,Incomplete,
101.30.1.9,Incomplete,
101.19.1.4,0014.6a57.a458,Vlan619
101.7.2.19,0080.6781.aed3,Vlan101
10.103.182.168,ac7e.8a2a.f85f,Vlan960
192.168.50.41,0000.0c07.ac01,Vlan66
192.168.26.1,0000.0c07.ac01,Vlan924
192.168.101.126,0000.0c07.ac01,Vlan120
10.182.241.62,0019.a9bd.7c00,GigabitEthernet1/15
101.28.1.12,Incomplete,
101.24.1.8,Incomplete,
101.23.1.7,Incomplete,
192.168.50.46,3cdf.1e8f.c300,Vlan66
192.168.222.194,3cdf.1e8f.c300,Vlan188
101.16.0.1,0000.0c07.ac01,Vlan104
101.17.1.1,0000.0c07.ac01,Vlan110
101.28.1.13,Incomplete,
192.168.28.1,Incomplete,
10.103.182.174,Incomplete,
10.103.9.17,001c.c442.5e56,Vlan961
101.7.2.21,0080.6781.f7ce,Vlan101
192.168.27.6,3cdf.1e8f.c300,Vlan918
101.16.1.1,0000.0c07.ac01,Vlan616
101.19.1.2,0019.a9bd.7c00,Vlan619
101.23.1.5,Incomplete,
101.28.1.14,Incomplete,
10.103.182.173,f0b2.e58f.1d44,Vlan960
101.7.2.22,0060.7800.c0f4,Vlan101
101.17.1.3,3cdf.1e8f.c300,Vlan110
101.16.0.3,3cdf.1e8f.c300,Vlan104
101.19.1.1,0000.0c07.ac01,Vlan619
192.168.27.5,0019.a9bd.7c00,Vlan918
101.16.1.2,0019.a9bd.7c00,Vlan616
101.28.1.15,Incomplete,
101.23.1.4,Incomplete,
10.103.182.172,0c0c.0c0c.0c01,Vlan960
101.7.2.23,0080.6782.4f9c,Vlan101
101.16.1.3,3cdf.1e8f.c300,Vlan616
192.168.222.193,0019.a9bd.7c00,Vlan188
101.17.1.2,0019.a9bd.7c00,Vlan110
101.16.0.2,0019.a9bd.7c00,Vlan104
192.168.50.45,0019.a9bd.7c00,Vlan66
10.103.182.163,e0db.55b5.41c0,Vlan960
101.25.0.4,0017.e051.f378,Vlan625
192.168.29.13,3cdf.1e8f.c300,Vlan981
101.31.1.3,3cdf.1e8f.c300,Vlan631
101.30.1.2,0019.a9bd.7c00,Vlan630
10.103.182.162,d89d.6799.c30c,Vlan960
101.25.0.5,0017.e0bf.d650,Vlan625
101.7.2.25,0080.6782.80b3,Vlan101
101.28.1.1,0000.0c07.ac01,Vlan628
192.168.29.12,0019.a9bd.7c00,Vlan981
101.31.1.2,0019.a9bd.7c00,Vlan631
101.25.0.6,Incomplete,
101.26.0.5,Incomplete,
101.23.1.9,Incomplete,
10.103.182.161,40a6.e8b0.99a5,Vlan960
101.31.1.1,0000.0c07.ac01,Vlan631
101.28.1.2,0019.a9bd.7c00,Vlan628
101.23.1.8,Incomplete,
101.24.1.7,Incomplete,
101.27.1.4,Incomplete,
101.26.0.4,0017.e052.04e8,Vlan626
192.168.50.33,0000.0c07.ac01,Vlan65
101.30.1.1,0000.0c07.ac01,Vlan630
192.168.29.14,0000.0c07.ac01,Vlan981
101.28.1.4,Incomplete,
10.103.182.167,a08c.fd9c.7212,Vlan960
101.30.1.6,001a.6c9f.c888,Vlan630
192.168.50.38,3cdf.1e8f.c300,Vlan65
101.27.1.3,3cdf.1e8f.c300,Vlan627
101.30.1.7,Incomplete,
101.28.1.5,Incomplete,
101.19.1.10,Incomplete,
10.103.182.166,9cb6.549f.c0ff,Vlan960
101.25.0.1,0000.0c07.ac01,Vlan625
101.24.1.1,0000.0c07.ac01,Vlan624
192.168.56.45,0019.a9bd.7c00,Vlan884
101.27.1.2,0019.a9bd.7c00,Vlan627
101.26.0.2,0019.a9bd.7c00,Vlan626
101.30.1.4,Incomplete,
101.28.1.6,Incomplete,
101.31.1.5,Incomplete,
10.103.182.165,a08c.fd9c.5ec3,Vlan960
101.19.1.9,001b.d515.5ba0,Vlan619
101.27.1.1,0000.0c07.ac01,Vlan627
101.26.0.1,0000.0c07.ac01,Vlan626
101.25.0.2,0019.a9bd.7c00,Vlan625
101.24.1.2,0019.a9bd.7c00,Vlan624
101.31.1.4,Incomplete,
101.28.1.7,Incomplete,
101.19.1.8,Incomplete,
101.24.1.3,3cdf.1e8f.c300,Vlan624
101.25.0.3,3cdf.1e8f.c300,Vlan625
192.168.50.37,0019.a9bd.7c00,Vlan65
101.11.254.16,fc99.47cb.7c00,Vlan611
101.11.254.17,Incomplete,
10.103.182.90,70ca.9bf0.0011,Vlan960
101.11.254.18,Incomplete,
192.168.108.134,0019.a9bd.7c00,Vlan128
101.11.254.19,0015.633c.2890,Vlan611
192.168.85.190,0000.0c07.ac01,Vlan969
101.11.254.20,Incomplete,
10.103.182.95,0010.e02a.2498,Vlan960
10.103.182.94,Incomplete,
10.103.9.225,Incomplete,
101.11.254.21,001b.d515.5bb8,Vlan611
101.11.254.22,Incomplete,
192.168.108.130,0019.a9bd.7c00,Vlan127
101.11.254.23,Incomplete,
101.11.254.24,Incomplete,
10.103.183.82,0019.a9bd.7c00,Vlan943
101.17.254.2,0019.a9bd.7c00,Vlan617
10.103.187.95,Incomplete,
101.11.254.25,Incomplete,
10.103.182.82,0020.a400.4647,Vlan960
10.103.183.83,3cdf.1e8f.c300,Vlan943
101.17.254.3,3cdf.1e8f.c300,Vlan617
10.103.186.93,Incomplete,
101.11.254.26,Incomplete,
10.103.187.92,Incomplete,
101.11.254.27,Incomplete,
10.103.182.80,001c.c468.dbcc,Vlan960
101.17.254.1,0000.0c07.ac01,Vlan617
10.103.183.81,0000.0c07.ac01,Vlan943
101.11.254.28,Incomplete,
101.17.254.6,Incomplete,
101.11.254.29,Incomplete,
101.11.254.30,Incomplete,
101.17.254.4,001b.d503.3730,Vlan617
10.103.187.89,Incomplete,
101.11.254.1,0000.0c07.ac01,Vlan611
101.15.250.1,0000.0c07.ac01,Vlan615
101.8.254.2,0019.a9bd.7c00,Vlan608
101.8.254.1,0000.0c07.ac01,Vlan608
101.15.250.2,0019.a9bd.7c00,Vlan615
101.11.254.2,0019.a9bd.7c00,Vlan611
10.103.186.68,Incomplete,
10.103.182.72,80c1.6e63.b776,Vlan960
101.15.250.3,3cdf.1e8f.c300,Vlan615
101.15.250.4,Incomplete,
10.103.186.67,3cdf.1e8f.c300,Vlan995
101.15.250.5,0021.a03c.7f38,Vlan615
101.11.254.5,0015.fa20.ba80,Vlan611
10.103.186.66,0019.a9bd.7c00,Vlan995
101.11.254.6,Incomplete,
101.15.250.6,0018.18ba.5d08,Vlan615
10.103.186.65,0000.0c07.ac01,Vlan995
101.15.250.7,Incomplete,
101.8.254.4,Incomplete,
101.11.254.7,Incomplete,
101.15.250.8,Incomplete,
101.11.254.8,Incomplete,
10.103.187.78,Incomplete,
101.15.250.9,Incomplete,
101.11.254.9,Incomplete,
192.168.12.254,Incomplete,
101.15.250.10,Incomplete,
101.11.254.10,Incomplete,
101.15.250.11,Incomplete,
101.11.254.11,Incomplete,
101.15.250.12,Incomplete,
101.11.254.12,Incomplete,
101.11.254.13,Incomplete,
101.15.250.13,Incomplete,
101.15.250.14,Incomplete,
101.11.254.14,Incomplete,
10.103.182.69,80c1.6e22.d850,Vlan960
101.7.2.254,0012.00ae.d3c0,Vlan101
192.168.85.163,3cdf.1e8f.c300,Vlan969
101.11.254.15,Incomplete,
101.15.250.15,Incomplete,
10.103.182.68,80c1.6e22.d84a,Vlan960
192.168.85.162,0019.a9bd.7c00,Vlan969
10.103.182.123,847b.eb3f.dca0,Vlan960
10.103.187.119,Incomplete,
10.103.182.120,a0d3.c19d.e288,Vlan960
192.168.85.158,0000.0c07.ac01,Vlan968
10.103.182.126,507b.9d08.a47b,Vlan960
10.103.187.115,0002.7307.0785,Vlan187
192.168.56.245,0019.a9bd.7c00,Vlan890
192.168.56.246,3cdf.1e8f.c300,Vlan890
10.103.182.124,0003.baa5.ea43,Vlan960
10.103.182.114,9457.a502.f9b9,Vlan960
10.103.182.119,185e.0fce.b44f,Vlan960
10.103.182.118,Incomplete,
10.103.187.123,Incomplete,
192.168.12.201,Incomplete,
10.103.182.117,ac7e.8a2a.f292,Vlan960
10.103.187.102,0019.b9e4.4a4f,Vlan187
10.103.187.103,0002.7307.16f8,Vlan187
101.11.254.33,0000.0c07.ac01,Vlan640
101.11.254.34,0019.a9bd.7c00,Vlan640
10.103.186.100,Incomplete,
101.11.254.35,3cdf.1e8f.c300,Vlan640
10.103.9.208,Incomplete,
10.103.186.99,3cdf.1e8f.c300,Vlan996
101.11.254.37,Incomplete,
10.103.182.110,40a6.e8b1.c91d,Vlan960
10.103.186.98,0019.a9bd.7c00,Vlan996
101.11.254.38,Incomplete,
10.103.186.97,0000.0c07.ac01,Vlan996
196.18.1.97,0000.0c07.ac01,Vlan967
10.103.182.99,2c44.fd81.6c9d,Vlan960
10.103.187.110,0002.7307.212a,Vlan187
10.103.187.111,0002.7307.171a,Vlan187
192.168.85.132,3cdf.1e8f.c300,Vlan968
10.103.182.97,00a0.9c00.3856,Vlan960
196.18.1.109,3cdf.1e8f.c300,Vlan967
196.18.1.108,0019.a9bd.7c00,Vlan967
10.103.182.102,0010.e023.f9d4,Vlan960
10.103.187.104,Incomplete,
192.168.85.131,0019.a9bd.7c00,Vlan968
10.103.187.105,0002.7307.1592,Vlan187
10.103.186.104,0003.badb.de1d,Vlan996
10.103.182.27,0003.bae2.f817,Vlan960
10.103.183.26,00a0.8250.5166,Vlan962
10.103.9.165,Incomplete,
10.103.187.23,0002.7307.15ce,Vlan187
10.103.183.27,00a0.8251.2f82,Vlan962
10.103.182.25,000a.b801.7fc1,Vlan960
10.103.182.24,984b.e166.5b50,Vlan960
10.103.183.25,e411.5bb9.f0b0,Vlan962
10.103.183.30,000d.2912.9340,Vlan962
10.103.182.30,0800.8780.6772,Vlan960
10.103.182.29,24b6.575c.cec1,Vlan960
10.103.183.28,00b0.c706.1fd6,Vlan962
10.103.182.28,24b6.575d.21c1,Vlan960
10.103.183.29,00b0.c706.1ee4,Vlan962
10.103.182.19,8cb6.4fb1.b0c1,Vlan960
192.168.38.134,286e.d496.4330,Vlan698
10.103.183.18,e411.5bb9.69d8,Vlan962
10.103.182.18,0003.ba93.9b6d,Vlan960
10.103.183.19,00b0.c706.0d35,Vlan962
10.103.183.16,00a0.823a.707b,Vlan962
10.103.182.16,001b.2b1e.6f41,Vlan960
10.103.183.17,0019.a9bd.7c00,Vlan962
10.103.182.23,0018.fe71.7652,Vlan960
10.103.183.22,e411.5bb9.86de,Vlan962
192.168.54.146,0019.a9bd.7c00,Vlan877
10.103.183.23,0018.8b48.7a0d,Vlan962
10.103.182.21,001d.e51b.d8c1,Vlan960
10.103.183.20,00a0.823a.397e,Vlan962
192.168.55.145,0019.a9bd.7c00,Vlan873
10.103.183.21,00a0.823a.32cb,Vlan962
192.168.54.145,0000.0c07.ac01,Vlan877
192.168.38.129,0000.0c07.ac01,Vlan698
10.103.182.11,0003.ba93.b7b9,Vlan960
10.103.183.10,00a0.823a.7993,Vlan962
196.18.4.2,0019.a9bd.7c00,Vlan61
10.103.182.10,001e.133a.bdc2,Vlan960
10.103.183.11,00a0.8239.7332,Vlan962
196.18.4.3,3cdf.1e8f.c300,Vlan61
10.103.182.9,0011.213c.8fc2,Vlan960
172.27.40.77,3cdf.1e8f.c300,Vlan202
10.103.187.4,001d.a270.7940,Vlan187
10.103.183.8,00a0.823b.689f,Vlan962
192.168.38.156,0019.a9bd.7c00,Vlan698
10.103.183.9,00a0.823a.1252,Vlan962
192.168.38.157,3cdf.1e8f.c300,Vlan698
196.18.4.1,0000.0c07.ac01,Vlan61
172.27.40.76,0019.a9bd.7c00,Vlan202
10.103.182.15,fcfb.fb97.d2c1,Vlan960
10.103.183.14,00a0.8239.731f,Vlan962
192.168.38.154,1051.7224.cddc,Vlan698
10.103.183.15,00a0.823a.3232,Vlan962
196.18.2.1,0000.0c07.ac01,Vlan60
10.103.182.13,0019.5600.92c1,Vlan960
10.103.183.12,00a0.823a.18a4,Vlan962
192.168.38.152,244c.07de.83cc,Vlan698
